2017-05-04 23:56:45 26.8℃ 43.4％ 1019.83hPa
2017-05-05 08:37:37 27.0℃ 33.3％ 1018.55hPa
2017-05-05 08:37:59 27.1℃ 33.3％ 1018.50hPa
2017-05-05 08:38:26 26.9℃ 33.3％ 1018.54hPa
2017-05-05 08:38:56 27.2℃ 33.3％ 1018.49hPa
2017-05-05 08:39:18 27.1℃ 33.3％ 1018.52hPa
2017-05-05 08:39:41 27.1℃ 33.3％ 1018.49hPa
2017-05-05 08:40:08 27.1℃ 33.3％ 1018.43hPa
2017-05-05 08:40:30 27.1℃ 33.3％ 1018.43hPa
2017-05-05 08:40:53 27.1℃ 33.3％ 1018.42hPa
2017-05-05 08:41:15 27.1℃ 33.3％ 1018.49hPa
2017-05-05 08:41:37 27.1℃ 33.3％ 1018.47hPa
2017-05-05 08:42:00 27.0℃ 33.3％ 1018.39hPa
2017-05-05 08:42:22 27.1℃ 33.3％ 1018.45hPa
2017-05-05 08:42:44 27.0℃ 33.3％ 1018.42hPa
2017-05-05 08:43:06 27.0℃ 33.3％ 1018.38hPa
2017-05-05 08:43:29 27.0℃ 33.3％ 1018.41hPa
2017-05-05 08:43:51 27.0℃ 33.3％ 1018.48hPa
2017-05-05 08:44:13 26.9℃ 33.3％ 1018.41hPa
2017-05-05 08:44:36 27.0℃ 33.3％ 1018.41hPa
2017-05-05 08:44:58 27.1℃ 33.3％ 1018.42hPa
2017-05-05 08:45:20 27.1℃ 33.3％ 1018.40hPa
2017-05-05 08:45:43 27.0℃ 33.3％ 1018.47hPa
2017-05-05 08:46:05 27.0℃ 33.3％ 1018.44hPa
2017-05-05 08:46:27 27.0℃ 33.3％ 1018.39hPa
2017-05-05 08:46:52 27.0℃ 33.2％ 1018.38hPa
2017-05-05 08:47:17 27.0℃ 33.2％ 1018.43hPa
2017-05-05 08:47:39 27.0℃ 33.2％ 1018.39hPa
2017-05-05 08:48:01 27.0℃ 33.2％ 1018.39hPa
2017-05-05 08:48:24 27.1℃ 33.3％ 1018.40hPa
2017-05-05 08:48:46 27.1℃ 33.3％ 1018.40hPa
2017-05-05 08:49:08 27.1℃ 33.3％ 1018.40hPa
2017-05-05 08:49:31 27.1℃ 33.3％ 1018.28hPa
2017-05-05 08:49:53 27.0℃ 33.3％ 1018.38hPa
2017-05-05 08:50:15 27.0℃ 33.2％ 1018.33hPa
2017-05-05 08:50:37 27.1℃ 33.2％ 1018.36hPa
2017-05-05 08:51:00 27.1℃ 33.2％ 1018.30hPa
2017-05-05 08:51:22 27.0℃ 33.3％ 1018.34hPa
2017-05-05 08:51:44 27.0℃ 33.3％ 1018.32hPa
2017-05-05 08:52:07 26.9℃ 33.2％ 1018.30hPa
2017-05-05 08:52:32 27.0℃ 33.3％ 1018.28hPa
2017-05-05 08:52:54 27.0℃ 33.3％ 1018.36hPa
2017-05-05 08:53:16 27.2℃ 33.3％ 1018.39hPa
2017-05-05 08:53:38 27.0℃ 33.3％ 1018.32hPa
2017-05-05 08:54:01 27.0℃ 33.3％ 1018.38hPa
2017-05-05 08:54:23 27.1℃ 33.2％ 1018.36hPa
2017-05-05 08:54:45 27.1℃ 33.2％ 1018.35hPa
2017-05-05 08:55:08 27.1℃ 33.2％ 1018.34hPa
2017-05-05 08:55:30 26.9℃ 33.2％ 1018.42hPa
2017-05-05 08:55:52 27.1℃ 33.2％ 1018.37hPa
2017-05-05 08:56:17 27.1℃ 33.2％ 1018.32hPa
2017-05-05 08:56:39 27.0℃ 33.3％ 1018.38hPa
2017-05-05 08:57:02 27.1℃ 33.3％ 1018.37hPa
2017-05-05 08:57:24 26.9℃ 33.3％ 1018.34hPa
2017-05-05 08:57:46 27.1℃ 33.3％ 1018.39hPa
2017-05-05 08:58:09 27.0℃ 33.3％ 1018.39hPa
2017-05-05 08:58:31 27.1℃ 33.4％ 1018.37hPa
2017-05-05 08:58:53 27.0℃ 33.3％ 1018.35hPa
2017-05-05 08:59:16 27.0℃ 33.3％ 1018.38hPa
2017-05-05 08:59:38 26.9℃ 33.3％ 1018.39hPa
2017-05-05 09:00:00 27.0℃ 33.4％ 1018.31hPa
2017-05-05 09:00:23 26.9℃ 33.4％ 1018.36hPa
2017-05-05 09:00:47 27.0℃ 33.4％ 1018.35hPa
2017-05-05 09:01:10 26.9℃ 33.4％ 1018.36hPa
2017-05-05 09:01:32 27.0℃ 33.4％ 1018.34hPa
2017-05-05 09:01:54 27.0℃ 33.4％ 1018.32hPa
2017-05-05 09:02:24 27.1℃ 33.3％ 1018.33hPa
2017-05-05 09:02:46 27.1℃ 33.3％ 1018.33hPa
2017-05-05 09:03:11 27.0℃ 33.4％ 1018.34hPa
2017-05-05 09:03:33 27.0℃ 33.4％ 1018.28hPa
2017-05-05 09:03:58 27.0℃ 33.4％ 1018.28hPa
2017-05-05 09:04:26 27.0℃ 33.4％ 1018.28hPa
2017-05-05 09:04:48 27.0℃ 33.4％ 1018.31hPa
2017-05-05 09:05:18 27.1℃ 33.3％ 1018.33hPa
2017-05-05 09:05:40 27.0℃ 33.3％ 1018.34hPa
2017-05-05 09:06:02 27.1℃ 33.3％ 1018.31hPa
2017-05-05 09:06:25 27.1℃ 33.3％ 1018.35hPa
2017-05-05 09:06:47 27.1℃ 33.3％ 1018.39hPa
2017-05-05 09:07:09 27.2℃ 33.3％ 1018.34hPa
2017-05-05 09:07:32 27.1℃ 33.3％ 1018.28hPa
2017-05-05 09:07:54 27.1℃ 33.3％ 1018.43hPa
2017-05-05 09:08:16 27.2℃ 33.3％ 1018.31hPa
2017-05-05 09:08:38 27.2℃ 33.2％ 1018.34hPa
2017-05-05 09:09:01 27.1℃ 33.2％ 1018.34hPa
2017-05-05 09:09:23 27.2℃ 33.1％ 1018.33hPa
2017-05-05 09:09:45 27.1℃ 33.2％ 1018.32hPa
2017-05-05 09:10:08 27.1℃ 33.2％ 1018.29hPa
2017-05-05 09:10:30 27.1℃ 33.3％ 1018.34hPa
2017-05-05 09:10:52 27.1℃ 33.3％ 1018.32hPa
2017-05-05 09:11:15 27.1℃ 33.4％ 1018.23hPa
2017-05-05 09:11:37 27.1℃ 33.4％ 1018.35hPa
2017-05-05 09:11:59 27.1℃ 33.3％ 1018.27hPa
2017-05-05 09:12:21 27.1℃ 33.3％ 1018.29hPa
2017-05-05 09:12:44 27.1℃ 33.3％ 1018.26hPa
2017-05-05 09:13:06 27.1℃ 33.3％ 1018.29hPa
2017-05-05 09:13:28 27.1℃ 33.3％ 1018.29hPa
2017-05-05 09:13:50 27.1℃ 33.3％ 1018.40hPa
2017-05-05 09:14:13 27.1℃ 33.3％ 1018.34hPa
2017-05-05 09:14:35 27.2℃ 33.3％ 1018.44hPa
2017-05-05 09:14:57 27.2℃ 33.3％ 1018.41hPa
2017-05-05 09:15:20 27.1℃ 33.3％ 1018.33hPa
2017-05-05 09:15:42 27.1℃ 33.3％ 1018.34hPa
2017-05-05 09:16:04 27.2℃ 33.3％ 1018.32hPa
2017-05-05 09:16:27 27.1℃ 33.3％ 1018.37hPa
2017-05-05 09:16:49 27.2℃ 33.3％ 1018.41hPa
2017-05-05 09:17:14 27.2℃ 33.3％ 1018.37hPa
2017-05-05 09:17:36 27.1℃ 33.3％ 1018.30hPa
2017-05-05 09:17:58 27.2℃ 33.3％ 1018.36hPa
2017-05-05 09:18:23 27.1℃ 33.3％ 1018.31hPa
2017-05-05 09:18:45 27.1℃ 33.4％ 1018.28hPa
2017-05-05 09:19:08 27.1℃ 33.4％ 1018.28hPa
2017-05-05 09:19:30 27.1℃ 33.3％ 1018.22hPa
2017-05-05 09:19:52 27.2℃ 33.3％ 1018.20hPa
2017-05-05 09:20:15 27.1℃ 33.3％ 1018.24hPa
2017-05-05 09:20:37 27.2℃ 33.3％ 1018.26hPa
2017-05-05 09:20:59 27.1℃ 33.3％ 1018.17hPa
2017-05-05 09:21:22 27.1℃ 33.3％ 1018.21hPa
2017-05-05 09:21:44 27.2℃ 33.3％ 1018.12hPa
2017-05-05 09:22:09 27.1℃ 33.2％ 1018.19hPa
2017-05-05 09:22:31 27.1℃ 33.2％ 1018.18hPa
2017-05-05 09:22:53 27.1℃ 33.2％ 1018.17hPa
2017-05-05 09:23:16 27.2℃ 33.2％ 1018.07hPa
2017-05-05 09:23:38 27.1℃ 33.2％ 1018.11hPa
2017-05-05 09:24:03 27.1℃ 33.3％ 1018.11hPa
2017-05-05 09:24:28 27.1℃ 33.3％ 1018.09hPa
2017-05-05 09:24:50 27.1℃ 33.3％ 1018.05hPa
2017-05-05 09:25:15 27.2℃ 33.3％ 1018.13hPa
2017-05-05 09:25:37 27.1℃ 33.3％ 1018.05hPa
2017-05-05 09:25:59 27.2℃ 33.3％ 1018.05hPa
2017-05-05 09:26:22 27.2℃ 33.3％ 1018.02hPa
2017-05-05 09:26:44 27.2℃ 33.3％ 1018.04hPa
2017-05-05 09:27:06 27.2℃ 33.3％ 1018.06hPa
2017-05-05 09:27:29 27.1℃ 33.3％ 1018.05hPa
2017-05-05 09:27:51 27.2℃ 33.3％ 1018.05hPa
2017-05-05 09:28:13 27.2℃ 33.3％ 1018.05hPa
2017-05-05 09:28:36 27.2℃ 33.3％ 1018.13hPa
2017-05-05 09:28:58 27.2℃ 33.2％ 1018.09hPa
2017-05-05 09:29:20 27.1℃ 33.2％ 1018.04hPa
2017-05-05 09:29:42 27.2℃ 33.2％ 1018.04hPa
2017-05-05 09:30:05 27.2℃ 33.2％ 1018.03hPa
2017-05-05 09:30:27 27.2℃ 33.3％ 1018.07hPa
2017-05-05 09:30:49 27.1℃ 33.4％ 1018.11hPa
2017-05-05 09:31:12 27.2℃ 33.4％ 1017.99hPa
2017-05-05 09:31:34 27.2℃ 33.4％ 1018.06hPa
2017-05-05 09:31:56 27.2℃ 33.4％ 1018.07hPa
2017-05-05 09:32:19 27.2℃ 33.3％ 1018.07hPa
2017-05-05 09:32:41 27.2℃ 33.3％ 1018.03hPa
2017-05-05 09:33:03 27.2℃ 33.3％ 1018.10hPa
2017-05-05 09:33:26 27.2℃ 33.3％ 1018.08hPa
2017-05-05 09:33:48 27.3℃ 33.2％ 1018.00hPa
2017-05-05 09:34:10 27.2℃ 33.2％ 1018.10hPa
2017-05-05 09:34:32 27.3℃ 33.2％ 1018.11hPa
2017-05-05 09:34:55 27.3℃ 33.2％ 1018.11hPa
2017-05-05 09:35:17 27.2℃ 33.1％ 1018.11hPa
2017-05-05 09:35:42 27.1℃ 33.2％ 1018.11hPa
2017-05-05 09:36:07 27.2℃ 33.2％ 1018.16hPa
2017-05-05 09:36:29 27.2℃ 33.2％ 1018.10hPa
2017-05-05 09:36:51 27.2℃ 33.2％ 1018.11hPa
2017-05-05 09:37:14 27.2℃ 33.2％ 1018.11hPa
2017-05-05 09:37:36 27.1℃ 33.2％ 1018.08hPa
2017-05-05 09:37:58 27.1℃ 33.3％ 1018.07hPa
2017-05-05 09:38:21 27.2℃ 33.3％ 1018.04hPa
2017-05-05 09:38:43 27.1℃ 33.3％ 1018.09hPa
2017-05-05 09:39:05 27.2℃ 33.3％ 1018.04hPa
2017-05-05 09:39:28 27.1℃ 33.2％ 1018.09hPa
2017-05-05 09:39:50 27.2℃ 33.2％ 1018.03hPa
2017-05-05 09:40:12 27.2℃ 33.2％ 1018.05hPa
2017-05-05 09:40:35 27.1℃ 33.2％ 1018.03hPa
2017-05-05 09:40:57 27.2℃ 33.2％ 1018.17hPa
2017-05-05 09:41:19 27.2℃ 33.2％ 1018.04hPa
2017-05-05 09:41:41 27.2℃ 33.2％ 1018.05hPa
2017-05-05 09:42:04 27.2℃ 33.2％ 1017.98hPa
2017-05-05 09:42:26 27.2℃ 33.2％ 1018.00hPa
2017-05-05 09:42:48 27.2℃ 33.2％ 1018.03hPa
2017-05-05 09:43:10 27.2℃ 33.2％ 1018.02hPa
2017-05-05 09:43:33 27.2℃ 33.2％ 1018.01hPa
2017-05-05 09:43:55 27.2℃ 33.2％ 1018.02hPa
2017-05-05 09:44:17 27.2℃ 33.2％ 1018.00hPa
2017-05-05 09:44:40 27.2℃ 33.1％ 1017.92hPa
2017-05-05 09:45:02 27.1℃ 33.1％ 1017.98hPa
2017-05-05 09:45:24 27.1℃ 33.1％ 1017.96hPa
2017-05-05 09:45:47 27.2℃ 33.1％ 1018.02hPa
2017-05-05 09:46:09 27.1℃ 33.2％ 1017.94hPa
2017-05-05 09:46:31 27.1℃ 33.2％ 1017.88hPa
2017-05-05 09:46:53 27.3℃ 33.2％ 1017.96hPa
2017-05-05 09:47:16 27.2℃ 33.1％ 1017.90hPa
2017-05-05 09:47:38 27.2℃ 33.1％ 1017.88hPa
2017-05-05 09:48:00 27.2℃ 33.1％ 1017.86hPa
2017-05-05 09:48:23 27.2℃ 33.2％ 1017.93hPa
2017-05-05 09:48:45 27.3℃ 33.2％ 1017.92hPa
2017-05-05 09:49:07 27.1℃ 33.1％ 1017.84hPa
2017-05-05 09:49:30 27.1℃ 33.1％ 1017.89hPa
2017-05-05 09:49:52 27.3℃ 33.1％ 1017.92hPa
2017-05-05 09:50:14 27.2℃ 33.1％ 1017.89hPa
2017-05-05 09:50:37 27.3℃ 33.1％ 1017.86hPa
2017-05-05 09:50:59 27.3℃ 33.1％ 1017.88hPa
2017-05-05 09:51:21 27.2℃ 33.1％ 1017.94hPa
2017-05-05 09:51:46 27.2℃ 33.1％ 1017.84hPa
2017-05-05 09:52:08 27.2℃ 33.1％ 1017.87hPa
2017-05-05 09:52:31 27.2℃ 33.1％ 1017.76hPa
2017-05-05 09:52:53 27.2℃ 33.1％ 1017.89hPa
2017-05-05 09:53:15 27.1℃ 33.1％ 1017.85hPa
2017-05-05 09:53:37 27.2℃ 33.1％ 1017.85hPa
2017-05-05 09:54:00 27.2℃ 33.1％ 1017.87hPa
2017-05-05 09:54:22 27.1℃ 33.1％ 1017.79hPa
2017-05-05 09:54:44 27.2℃ 33.1％ 1017.82hPa
2017-05-05 09:55:06 27.2℃ 33.1％ 1017.90hPa
2017-05-05 09:55:29 27.1℃ 33.1％ 1017.81hPa
2017-05-05 09:55:51 27.2℃ 33.1％ 1017.82hPa
2017-05-05 09:56:13 27.3℃ 33.1％ 1017.74hPa
2017-05-05 09:56:35 27.2℃ 33.1％ 1017.77hPa
2017-05-05 09:56:58 27.3℃ 33.1％ 1017.77hPa
2017-05-05 09:57:20 27.2℃ 33.1％ 1017.76hPa
2017-05-05 09:57:42 27.3℃ 33.1％ 1017.72hPa
2017-05-05 09:58:05 27.3℃ 33.0％ 1017.76hPa
2017-05-05 09:58:30 27.3℃ 33.0％ 1017.81hPa
2017-05-05 09:58:52 27.2℃ 33.0％ 1017.76hPa
2017-05-05 09:59:17 27.3℃ 33.0％ 1017.76hPa
2017-05-05 09:59:39 27.3℃ 33.0％ 1017.75hPa
2017-05-05 10:00:01 27.4℃ 33.0％ 1017.71hPa
2017-05-05 10:00:24 27.3℃ 33.0％ 1017.77hPa
2017-05-05 10:00:46 27.3℃ 33.0％ 1017.71hPa
2017-05-05 10:01:08 27.3℃ 33.0％ 1017.75hPa
2017-05-05 10:01:31 27.3℃ 32.9％ 1017.77hPa
2017-05-05 10:01:53 27.3℃ 32.9％ 1017.69hPa
2017-05-05 10:02:15 27.3℃ 32.9％ 1017.78hPa
2017-05-05 10:02:37 27.4℃ 32.9％ 1017.81hPa
2017-05-05 10:03:00 27.3℃ 32.9％ 1017.82hPa
2017-05-05 10:03:25 27.4℃ 32.8％ 1017.77hPa
2017-05-05 10:03:47 27.4℃ 32.8％ 1017.79hPa
2017-05-05 10:04:09 27.4℃ 32.8％ 1017.77hPa
2017-05-05 10:04:32 27.4℃ 32.8％ 1017.83hPa
2017-05-05 10:04:54 27.4℃ 32.8％ 1017.81hPa
2017-05-05 10:05:16 27.3℃ 32.8％ 1017.74hPa
2017-05-05 10:05:38 27.3℃ 32.8％ 1017.82hPa
2017-05-05 10:06:01 27.2℃ 32.8％ 1017.76hPa
2017-05-05 10:06:23 27.4℃ 32.8％ 1017.80hPa
2017-05-05 10:06:45 27.4℃ 32.8％ 1017.84hPa
2017-05-05 10:07:08 27.3℃ 32.8％ 1017.87hPa
2017-05-05 10:07:30 27.3℃ 32.8％ 1017.79hPa
2017-05-05 10:07:55 27.4℃ 32.7％ 1017.86hPa
2017-05-05 10:08:17 27.3℃ 32.7％ 1017.86hPa
2017-05-05 10:08:39 27.3℃ 32.7％ 1017.90hPa
2017-05-05 10:09:02 27.3℃ 32.7％ 1017.85hPa
2017-05-05 10:09:24 27.3℃ 32.7％ 1017.84hPa
2017-05-05 10:09:49 27.4℃ 32.8％ 1017.89hPa
2017-05-05 10:10:11 27.4℃ 32.8％ 1017.84hPa
2017-05-05 10:10:33 27.4℃ 32.8％ 1017.78hPa
2017-05-05 10:10:56 27.4℃ 32.8％ 1017.75hPa
2017-05-05 10:11:18 27.4℃ 32.8％ 1017.76hPa
2017-05-05 10:11:40 27.4℃ 32.8％ 1017.72hPa
2017-05-05 10:12:03 27.4℃ 32.8％ 1017.77hPa
2017-05-05 10:12:25 27.4℃ 32.8％ 1017.76hPa
2017-05-05 10:12:52 27.3℃ 32.7％ 1017.76hPa
2017-05-05 10:13:17 27.4℃ 32.7％ 1017.75hPa
2017-05-05 10:13:39 27.4℃ 32.7％ 1017.74hPa
2017-05-05 10:14:02 27.4℃ 32.7％ 1017.68hPa
2017-05-05 10:14:24 27.4℃ 32.8％ 1017.77hPa
2017-05-05 10:14:46 27.4℃ 32.8％ 1017.73hPa
2017-05-05 10:15:09 27.4℃ 32.8％ 1017.76hPa
2017-05-05 10:15:31 27.4℃ 32.8％ 1017.74hPa
2017-05-05 10:15:53 27.5℃ 32.7％ 1017.78hPa
2017-05-05 10:16:18 27.5℃ 32.6％ 1017.75hPa
2017-05-05 10:16:43 27.4℃ 32.7％ 1017.75hPa
2017-05-05 10:17:08 27.4℃ 32.7％ 1017.71hPa
2017-05-05 10:17:35 27.4℃ 32.6％ 1017.69hPa
2017-05-05 10:17:57 27.5℃ 32.6％ 1017.79hPa
2017-05-05 10:18:20 27.5℃ 32.6％ 1017.65hPa
2017-05-05 10:18:42 27.5℃ 32.7％ 1017.61hPa
2017-05-05 10:19:04 27.4℃ 32.6％ 1017.73hPa
2017-05-05 10:19:27 27.4℃ 32.5％ 1017.73hPa
2017-05-05 10:19:51 27.4℃ 32.5％ 1017.71hPa
2017-05-05 10:20:16 27.5℃ 32.5％ 1017.72hPa
2017-05-05 10:20:39 27.5℃ 32.5％ 1017.76hPa
2017-05-05 10:21:01 27.5℃ 32.5％ 1017.74hPa
2017-05-05 10:21:23 27.4℃ 32.5％ 1017.71hPa
2017-05-05 10:21:45 27.5℃ 32.6％ 1017.65hPa
2017-05-05 10:22:08 27.4℃ 32.5％ 1017.74hPa
2017-05-05 10:22:30 27.4℃ 32.5％ 1017.69hPa
2017-05-05 10:22:52 27.5℃ 32.4％ 1017.82hPa
2017-05-05 10:23:15 27.4℃ 32.5％ 1017.69hPa
2017-05-05 10:23:37 27.5℃ 32.5％ 1017.77hPa
2017-05-05 10:23:59 27.5℃ 32.5％ 1017.68hPa
2017-05-05 10:24:21 27.5℃ 32.5％ 1017.70hPa
2017-05-05 10:24:44 27.4℃ 32.4％ 1017.70hPa
2017-05-05 10:25:06 27.5℃ 32.4％ 1017.72hPa
2017-05-05 10:25:28 27.4℃ 32.4％ 1017.69hPa
2017-05-05 10:25:51 27.5℃ 32.4％ 1017.65hPa
2017-05-05 10:26:13 27.4℃ 32.4％ 1017.75hPa
2017-05-05 10:26:38 27.5℃ 32.4％ 1017.76hPa
2017-05-05 10:27:00 27.5℃ 32.4％ 1017.73hPa
2017-05-05 10:27:22 27.5℃ 32.4％ 1017.69hPa
2017-05-05 10:27:45 27.5℃ 32.4％ 1017.67hPa
2017-05-05 10:28:07 27.4℃ 32.3％ 1017.68hPa
2017-05-05 10:28:29 27.5℃ 32.3％ 1017.73hPa
2017-05-05 10:28:54 27.5℃ 32.4％ 1017.76hPa
2017-05-05 10:29:16 27.4℃ 32.3％ 1017.69hPa
2017-05-05 10:29:39 27.6℃ 32.3％ 1017.64hPa
2017-05-05 10:30:01 27.5℃ 32.2％ 1017.69hPa
2017-05-05 10:30:23 27.5℃ 32.2％ 1017.70hPa
2017-05-05 10:30:45 27.5℃ 32.2％ 1017.67hPa
2017-05-05 10:31:08 27.5℃ 32.2％ 1017.68hPa
2017-05-05 10:31:32 27.5℃ 32.2％ 1017.60hPa
2017-05-05 10:31:55 27.6℃ 32.2％ 1017.68hPa
2017-05-05 10:32:20 27.6℃ 32.2％ 1017.67hPa
2017-05-05 10:32:42 27.6℃ 32.2％ 1017.63hPa
2017-05-05 10:33:07 27.6℃ 32.1％ 1017.57hPa
2017-05-05 10:33:32 27.5℃ 32.1％ 1017.63hPa
2017-05-05 10:33:56 27.6℃ 32.0％ 1017.59hPa
2017-05-05 10:34:19 27.5℃ 32.0％ 1017.62hPa
2017-05-05 10:34:41 27.5℃ 32.0％ 1017.53hPa
2017-05-05 10:35:03 27.5℃ 32.0％ 1017.57hPa
2017-05-05 10:35:26 27.6℃ 32.1％ 1017.54hPa
2017-05-05 10:35:48 27.6℃ 32.0％ 1017.52hPa
2017-05-05 10:36:10 27.6℃ 32.0％ 1017.55hPa
2017-05-05 10:36:33 27.6℃ 32.0％ 1017.52hPa
2017-05-05 10:36:55 27.5℃ 32.0％ 1017.56hPa
2017-05-05 10:37:17 27.6℃ 32.0％ 1017.47hPa
2017-05-05 10:37:40 27.6℃ 32.0％ 1017.47hPa
2017-05-05 10:38:02 27.6℃ 32.0％ 1017.50hPa
2017-05-05 10:38:24 27.6℃ 31.9％ 1017.47hPa
2017-05-05 10:38:47 27.6℃ 31.9％ 1017.48hPa
2017-05-05 10:39:09 27.6℃ 31.9％ 1017.48hPa
2017-05-05 10:39:31 27.6℃ 31.9％ 1017.44hPa
2017-05-05 10:39:53 27.7℃ 32.0％ 1017.46hPa
2017-05-05 10:40:16 27.5℃ 31.9％ 1017.42hPa
2017-05-05 10:40:38 27.6℃ 31.9％ 1017.41hPa
2017-05-05 10:41:00 27.6℃ 31.9％ 1017.48hPa
2017-05-05 10:41:23 27.6℃ 31.9％ 1017.47hPa
2017-05-05 10:41:45 27.5℃ 31.9％ 1017.45hPa
2017-05-05 10:42:07 27.6℃ 31.9％ 1017.44hPa
2017-05-05 10:42:30 27.6℃ 31.9％ 1017.41hPa
2017-05-05 10:42:52 27.6℃ 32.0％ 1017.39hPa
2017-05-05 10:43:14 27.7℃ 31.9％ 1017.56hPa
2017-05-05 10:43:37 27.7℃ 31.8％ 1017.50hPa
2017-05-05 10:43:59 27.6℃ 31.7％ 1017.48hPa
2017-05-05 10:44:21 27.7℃ 31.7％ 1017.43hPa
2017-05-05 10:44:43 27.6℃ 31.6％ 1017.42hPa
2017-05-05 10:45:06 27.6℃ 31.6％ 1017.35hPa
2017-05-05 10:45:28 27.7℃ 31.5％ 1017.46hPa
2017-05-05 10:45:53 27.7℃ 31.5％ 1017.41hPa
2017-05-05 10:46:15 27.6℃ 31.4％ 1017.40hPa
2017-05-05 10:46:38 27.7℃ 31.4％ 1017.45hPa
2017-05-05 10:47:00 27.7℃ 31.4％ 1017.42hPa
2017-05-05 10:47:22 27.7℃ 31.5％ 1017.41hPa
2017-05-05 10:47:44 27.7℃ 31.5％ 1017.41hPa
2017-05-05 10:48:07 27.7℃ 31.5％ 1017.44hPa
2017-05-05 10:48:32 27.6℃ 31.6％ 1017.40hPa
2017-05-05 10:48:54 27.7℃ 31.7％ 1017.42hPa
2017-05-05 10:49:16 27.7℃ 31.9％ 1017.44hPa
2017-05-05 10:49:39 27.7℃ 31.9％ 1017.41hPa
2017-05-05 10:50:01 27.8℃ 32.2％ 1017.41hPa
2017-05-05 10:50:23 27.7℃ 32.3％ 1017.43hPa
2017-05-05 10:50:45 27.7℃ 32.3％ 1017.42hPa
2017-05-05 10:51:08 27.7℃ 32.2％ 1017.47hPa
2017-05-05 10:51:30 27.7℃ 32.1％ 1017.44hPa
2017-05-05 10:51:52 27.7℃ 32.1％ 1017.43hPa
2017-05-05 10:52:14 27.7℃ 32.1％ 1017.41hPa
2017-05-05 10:52:42 27.7℃ 32.1％ 1017.43hPa
2017-05-05 10:53:07 27.6℃ 32.0％ 1017.39hPa
2017-05-05 10:53:29 27.7℃ 31.8％ 1017.49hPa
2017-05-05 10:53:51 27.7℃ 31.8％ 1017.45hPa
2017-05-05 10:54:13 27.7℃ 31.8％ 1017.46hPa
2017-05-05 10:54:36 27.7℃ 31.9％ 1017.51hPa
2017-05-05 10:54:58 27.8℃ 32.0％ 1017.40hPa
2017-05-05 10:55:20 27.7℃ 31.9％ 1017.43hPa
2017-05-05 10:55:43 27.8℃ 31.7％ 1017.42hPa
2017-05-05 10:56:05 27.7℃ 31.7％ 1017.41hPa
2017-05-05 10:56:27 27.7℃ 31.7％ 1017.39hPa
2017-05-05 10:56:49 27.7℃ 31.8％ 1017.39hPa
2017-05-05 10:57:14 27.7℃ 31.9％ 1017.34hPa
2017-05-05 10:57:39 27.7℃ 31.9％ 1017.40hPa
2017-05-05 10:58:01 27.7℃ 31.8％ 1017.40hPa
2017-05-05 10:58:24 27.8℃ 31.8％ 1017.37hPa
2017-05-05 10:58:46 27.8℃ 31.8％ 1017.28hPa
2017-05-05 10:59:08 27.8℃ 31.8％ 1017.31hPa
2017-05-05 10:59:33 27.7℃ 31.9％ 1017.35hPa
2017-05-05 10:59:56 27.7℃ 31.9％ 1017.32hPa
2017-05-05 11:00:18 27.8℃ 31.9％ 1017.29hPa
2017-05-05 11:00:40 27.7℃ 31.9％ 1017.25hPa
2017-05-05 11:01:02 27.8℃ 32.0％ 1017.26hPa
2017-05-05 11:01:25 27.9℃ 32.0％ 1017.26hPa
2017-05-05 11:01:47 27.8℃ 32.0％ 1017.25hPa
2017-05-05 11:02:09 27.8℃ 32.0％ 1017.20hPa
2017-05-05 11:02:32 27.8℃ 31.9％ 1017.24hPa
2017-05-05 11:02:54 27.9℃ 31.8％ 1017.15hPa
2017-05-05 11:03:16 27.9℃ 31.7％ 1017.19hPa
2017-05-05 11:03:39 27.8℃ 31.7％ 1017.21hPa
2017-05-05 11:04:01 27.8℃ 31.6％ 1017.19hPa
2017-05-05 11:04:23 27.9℃ 31.6％ 1017.21hPa
2017-05-05 11:04:45 27.8℃ 31.5％ 1017.15hPa
2017-05-05 11:05:08 27.9℃ 31.6％ 1017.18hPa
2017-05-05 11:05:30 27.9℃ 31.5％ 1017.20hPa
2017-05-05 11:05:52 28.0℃ 31.6％ 1017.15hPa
2017-05-05 11:06:17 27.8℃ 31.5％ 1017.13hPa
2017-05-05 11:06:42 28.0℃ 31.6％ 1017.21hPa
2017-05-05 11:07:04 27.8℃ 31.9％ 1017.17hPa
2017-05-05 11:07:27 27.8℃ 32.0％ 1017.12hPa
2017-05-05 11:07:49 27.9℃ 31.9％ 1017.10hPa
2017-05-05 11:08:11 27.8℃ 31.8％ 1017.06hPa
2017-05-05 11:08:34 27.8℃ 31.7％ 1017.07hPa
2017-05-05 11:08:56 27.9℃ 31.6％ 1017.09hPa
2017-05-05 11:09:18 27.8℃ 31.6％ 1017.08hPa
2017-05-05 11:09:40 27.9℃ 31.6％ 1017.14hPa
2017-05-05 11:10:03 27.8℃ 31.6％ 1017.12hPa
2017-05-05 11:10:25 27.8℃ 31.6％ 1017.05hPa
2017-05-05 11:10:47 27.9℃ 31.7％ 1017.08hPa
2017-05-05 11:11:10 27.8℃ 31.8％ 1017.06hPa
2017-05-05 11:11:32 27.9℃ 31.8％ 1017.04hPa
2017-05-05 11:11:54 27.9℃ 31.7％ 1016.98hPa
2017-05-05 11:12:19 27.9℃ 31.7％ 1017.01hPa
